"lambda","phi","eta","start","end","type"
3,0.1,0.6,14071,14071,"conserved"
3,0.1,0.6,14073,14073,"conserved"
3,0.1,0.6,14075,14075,"conserved"
3,0.1,0.6,14077,14077,"conserved"
3,0.1,0.6,14079,14079,"conserved"
3,0.1,0.6,14081,14081,"conserved"
3,0.1,0.6,14083,14083,"conserved"
3,0.1,0.6,14085,14085,"conserved"
3,0.1,0.6,14087,14087,"conserved"
3,0.1,0.6,14089,14089,"conserved"
3,0.1,0.6,14091,14091,"conserved"
3,0.1,0.6,14093,14093,"conserved"
3,0.1,0.6,14095,14095,"conserved"
3,0.1,0.6,14097,14097,"conserved"
3,0.1,0.6,14099,14099,"conserved"
3,0.1,0.6,14101,14101,"conserved"
3,0.1,0.6,14103,14103,"conserved"
3,0.1,0.6,14105,14105,"conserved"
3,0.1,0.6,14107,14107,"conserved"
3,0.1,0.6,14109,14109,"conserved"
3,0.1,0.6,14111,14111,"conserved"
3,0.1,0.6,14113,14113,"conserved"
3,0.1,0.6,14115,14115,"conserved"
3,0.1,0.6,14117,14117,"conserved"
3,0.1,0.6,14119,14119,"conserved"
3,0.1,0.6,14121,14121,"conserved"
3,0.1,0.6,14123,14123,"conserved"
3,0.1,0.6,14125,14125,"conserved"
3,0.1,0.6,14127,14127,"conserved"
3,0.1,0.6,14129,14129,"conserved"
3,0.1,0.6,14131,14131,"conserved"
3,0.1,0.6,14133,14133,"conserved"
3,0.1,0.6,14135,14135,"conserved"
3,0.1,0.6,14137,14137,"conserved"
3,0.1,0.6,14139,14139,"conserved"
3,0.1,0.6,14141,14141,"conserved"
3,0.1,0.6,14143,14143,"conserved"
3,0.1,0.6,14145,14145,"conserved"
3,0.1,0.6,14147,14147,"conserved"
3,0.1,0.6,14149,14149,"conserved"
3,0.1,0.6,14151,14151,"conserved"
3,0.1,0.6,14153,14153,"conserved"
3,0.1,0.6,14155,14155,"conserved"
3,0.1,0.6,14157,14157,"conserved"
3,0.1,0.6,14159,14159,"conserved"
3,0.1,0.6,14161,14161,"conserved"
3,0.1,0.6,14163,14163,"conserved"
3,0.1,0.6,14165,14165,"conserved"
3,0.1,0.6,14167,14167,"conserved"
3,0.1,0.6,14169,14169,"conserved"
3,0.1,0.6,14171,14171,"conserved"
3,0.1,0.6,14173,14173,"conserved"
3,0.1,0.6,14175,14175,"conserved"
3,0.1,0.6,14177,14177,"conserved"
3,0.1,0.6,14179,14179,"conserved"
3,0.1,0.6,14181,14181,"conserved"
3,0.1,0.6,14183,14183,"conserved"
3,0.1,0.6,14185,14185,"conserved"
3,0.1,0.6,14187,14187,"conserved"
3,0.1,0.6,14189,14189,"conserved"
3,0.1,0.6,14191,14191,"conserved"
3,0.1,0.6,14193,14193,"conserved"
3,0.1,0.6,14195,14195,"conserved"
3,0.1,0.6,14197,14197,"conserved"
3,0.1,0.6,14199,14199,"conserved"
3,0.1,0.6,14201,14201,"conserved"
3,0.1,0.6,14203,14203,"conserved"
3,0.1,0.6,14205,14205,"conserved"
3,0.1,0.6,14207,14207,"conserved"
3,0.1,0.6,14209,14209,"conserved"
3,0.1,0.6,14211,14211,"conserved"
3,0.1,0.6,14213,14213,"conserved"
3,0.1,0.6,14215,14215,"conserved"
3,0.1,0.6,14217,14217,"conserved"
3,0.1,0.6,14219,14219,"conserved"
3,0.1,0.6,14221,14221,"conserved"
3,0.1,0.6,14223,14223,"conserved"
3,0.1,0.6,14225,14225,"conserved"
3,0.1,0.6,14227,14227,"conserved"
3,0.1,0.6,14229,14229,"conserved"
3,0.1,0.6,14231,14231,"conserved"
3,0.1,0.6,14233,14233,"conserved"
3,0.1,0.6,14235,14235,"conserved"
3,0.1,0.6,14237,14237,"conserved"
3,0.1,0.6,14239,14239,"conserved"
3,0.1,0.6,14241,14241,"conserved"
3,0.1,0.6,14243,14243,"conserved"
3,0.1,0.6,14245,14245,"conserved"
3,0.1,0.6,14247,14247,"conserved"
3,0.1,0.6,14249,14249,"conserved"
3,0.1,0.6,14251,14251,"conserved"
3,0.1,0.6,14253,14253,"conserved"
3,0.1,0.6,14255,14255,"conserved"
3,0.1,0.6,14257,14257,"conserved"
3,0.1,0.6,14259,14259,"conserved"
3,0.1,0.6,14261,14261,"conserved"
3,0.1,0.6,14263,14263,"conserved"
3,0.1,0.6,14265,14265,"conserved"
3,0.1,0.6,14267,14267,"conserved"
3,0.1,0.6,14269,14269,"conserved"
3,0.1,0.6,14271,14271,"conserved"
3,0.1,0.6,14273,14273,"conserved"
3,0.1,0.6,14275,14275,"conserved"
3,0.1,0.6,14277,14277,"conserved"
3,0.1,0.6,14279,14279,"conserved"
3,0.1,0.6,14281,14281,"conserved"
3,0.1,0.6,14283,14283,"conserved"
3,0.1,0.6,14285,14285,"conserved"
3,0.1,0.6,14287,14287,"conserved"
3,0.1,0.6,14289,14289,"conserved"
3,0.1,0.6,14291,14291,"conserved"
3,0.1,0.6,14293,14293,"conserved"
3,0.1,0.6,14295,14295,"conserved"
3,0.1,0.6,14297,14297,"conserved"
3,0.1,0.6,14299,14299,"conserved"
3,0.1,0.6,14301,14301,"conserved"
3,0.1,0.6,14303,14303,"conserved"
3,0.1,0.6,14305,14305,"conserved"
3,0.1,0.6,14307,14307,"conserved"
3,0.1,0.6,14309,14309,"conserved"
3,0.1,0.6,14311,14311,"conserved"
3,0.1,0.6,14313,14313,"conserved"
3,0.1,0.6,14315,14315,"conserved"
3,0.1,0.6,14317,14317,"conserved"
3,0.1,0.6,14319,14319,"conserved"
3,0.1,0.6,14321,14321,"conserved"
3,0.1,0.6,14323,14323,"conserved"
3,0.1,0.6,14325,14325,"conserved"
3,0.1,0.6,14327,14327,"conserved"
3,0.1,0.6,14329,14329,"conserved"
3,0.1,0.6,14331,14331,"conserved"
3,0.1,0.6,14333,14333,"conserved"
3,0.1,0.6,14335,14335,"conserved"
3,0.1,0.6,14337,14337,"conserved"
3,0.1,0.6,14339,14339,"conserved"
3,0.1,0.6,14341,14341,"conserved"
3,0.1,0.6,14343,14343,"conserved"
3,0.1,0.6,14345,14345,"conserved"
3,0.1,0.6,14347,14347,"conserved"
3,0.1,0.6,14349,14349,"conserved"
3,0.1,0.6,14351,14351,"conserved"
3,0.1,0.6,14353,14353,"conserved"
3,0.1,0.6,14355,14355,"conserved"
3,0.1,0.6,14357,14357,"conserved"
3,0.1,0.6,14359,14359,"conserved"
3,0.1,0.6,14361,14361,"conserved"
3,0.1,0.6,14363,14363,"conserved"
3,0.1,0.6,14365,14365,"conserved"
3,0.1,0.6,14367,14367,"conserved"
3,0.1,0.6,14369,14369,"conserved"
3,0.1,0.6,14371,14371,"conserved"
3,0.1,0.6,14373,14373,"conserved"
3,0.1,0.6,14375,14375,"conserved"
3,0.1,0.6,14377,14377,"conserved"
3,0.1,0.6,14379,14379,"conserved"
3,0.1,0.6,14381,14381,"conserved"
3,0.1,0.6,14383,14383,"conserved"
3,0.1,0.6,14385,14385,"conserved"
3,0.1,0.6,14387,14387,"conserved"
3,0.1,0.6,14389,14389,"conserved"
3,0.1,0.6,14391,14391,"conserved"
3,0.1,0.6,14393,14393,"conserved"
3,0.1,0.6,14395,14395,"conserved"
3,0.1,0.6,14397,14397,"conserved"
3,0.1,0.6,14399,14399,"conserved"
3,0.1,0.6,14401,14401,"conserved"
3,0.1,0.6,14403,14403,"conserved"
3,0.1,0.6,14405,14405,"conserved"
3,0.1,0.6,14407,14407,"conserved"
3,0.1,0.6,14409,14409,"conserved"
3,0.1,0.6,14411,14411,"conserved"
3,0.1,0.6,14413,14413,"conserved"
3,0.1,0.6,14415,14415,"conserved"
3,0.1,0.6,14417,14417,"conserved"
3,0.1,0.6,14419,14419,"conserved"
3,0.1,0.6,14421,14421,"conserved"
3,0.1,0.6,14423,14423,"conserved"
3,0.1,0.6,14425,14425,"conserved"
3,0.1,0.6,14427,14427,"conserved"
3,0.1,0.6,14429,14429,"conserved"
3,0.1,0.6,14431,14431,"conserved"
3,0.1,0.6,14433,14433,"conserved"
3,0.1,0.6,14435,14435,"conserved"
3,0.1,0.6,14437,14437,"conserved"
3,0.1,0.6,14439,14439,"conserved"
3,0.1,0.6,14441,14441,"conserved"
3,0.1,0.6,14443,14443,"conserved"
3,0.1,0.6,14445,14445,"conserved"
3,0.1,0.6,14447,14447,"conserved"
3,0.1,0.6,14449,14449,"conserved"
3,0.1,0.6,14451,14451,"conserved"
3,0.1,0.6,14453,14453,"conserved"
3,0.1,0.6,14455,14455,"conserved"
3,0.1,0.6,14457,14457,"conserved"
3,0.1,0.6,14459,14459,"conserved"
3,0.1,0.6,14461,14461,"conserved"
3,0.1,0.6,14463,14463,"conserved"
3,0.1,0.6,14465,14465,"conserved"
3,0.1,0.6,14467,14467,"conserved"
3,0.1,0.6,14469,14469,"conserved"
3,0.1,0.6,14471,14471,"conserved"
3,0.1,0.6,14473,14473,"conserved"
3,0.1,0.6,14475,14475,"conserved"
3,0.1,0.6,14477,14477,"conserved"
3,0.1,0.6,14479,14479,"conserved"
3,0.1,0.6,14481,14481,"conserved"
3,0.1,0.6,14483,14483,"conserved"
3,0.1,0.6,14485,14485,"conserved"
3,0.1,0.6,14487,14487,"conserved"
3,0.1,0.6,14489,14489,"conserved"
3,0.1,0.6,14491,14491,"conserved"
3,0.1,0.6,14493,14493,"conserved"
3,0.1,0.6,14495,14495,"conserved"
3,0.1,0.6,14497,14497,"conserved"
3,0.1,0.6,14499,14499,"conserved"
3,0.1,0.6,14501,14501,"conserved"
3,0.1,0.6,14503,14503,"conserved"
3,0.1,0.6,14505,14505,"conserved"
3,0.1,0.6,14507,14507,"conserved"
3,0.1,0.6,14509,14509,"conserved"
3,0.1,0.6,14511,14511,"conserved"
3,0.1,0.6,14513,14513,"conserved"
3,0.1,0.6,14515,14515,"conserved"
3,0.1,0.6,14517,14517,"conserved"
3,0.1,0.6,14519,14519,"conserved"
3,0.1,0.6,14521,14521,"conserved"
3,0.1,0.6,14523,14523,"conserved"
3,0.1,0.6,14525,14525,"conserved"
3,0.1,0.6,14527,14527,"conserved"
3,0.1,0.6,14529,14529,"conserved"
3,0.1,0.6,14531,14531,"conserved"
3,0.1,0.6,14533,14533,"conserved"
3,0.1,0.6,14535,14535,"conserved"
3,0.1,0.6,14537,14537,"conserved"
3,0.1,0.6,14539,14539,"conserved"
3,0.1,0.6,14541,14541,"conserved"
3,0.1,0.6,14543,14543,"conserved"
3,0.1,0.6,14545,14545,"conserved"
3,0.1,0.6,14547,14547,"conserved"
3,0.1,0.6,14549,14549,"conserved"
3,0.1,0.6,14551,14551,"conserved"
3,0.1,0.6,14553,14553,"conserved"
3,0.1,0.6,14555,14555,"conserved"
3,0.1,0.6,14557,14557,"conserved"
3,0.1,0.6,14559,14559,"conserved"
3,0.1,0.6,14561,14561,"conserved"
3,0.1,0.6,14563,14563,"conserved"
3,0.1,0.6,14565,14565,"conserved"
3,0.1,0.6,14567,14567,"conserved"
3,0.1,0.6,14569,14569,"conserved"
3,0.1,0.6,14571,14571,"conserved"
3,0.1,0.6,14573,14573,"conserved"
3,0.1,0.6,14575,14575,"conserved"
3,0.1,0.6,14577,14577,"conserved"
3,0.1,0.6,14579,14579,"conserved"
3,0.1,0.6,14581,14581,"conserved"
3,0.1,0.6,14583,14583,"conserved"
3,0.1,0.6,14585,14585,"conserved"
3,0.1,0.6,14587,14587,"conserved"
3,0.1,0.6,14589,14589,"conserved"
3,0.1,0.6,14591,14591,"conserved"
3,0.1,0.6,14593,14593,"conserved"
3,0.1,0.6,14595,14595,"conserved"
3,0.1,0.6,14597,14597,"conserved"
3,0.1,0.6,14599,14599,"conserved"
3,0.1,0.6,14601,14601,"conserved"
3,0.1,0.6,14603,14603,"conserved"
3,0.1,0.6,14605,14605,"conserved"
3,0.1,0.6,14607,14607,"conserved"
3,0.1,0.6,14609,14609,"conserved"
3,0.1,0.6,14611,14611,"conserved"
3,0.1,0.6,14613,14613,"conserved"
3,0.1,0.6,14615,14615,"conserved"
3,0.1,0.6,14617,14617,"conserved"
3,0.1,0.6,14619,14619,"conserved"
3,0.1,0.6,14621,14621,"conserved"
3,0.1,0.6,14623,14623,"conserved"
3,0.1,0.6,14625,14625,"conserved"
3,0.1,0.6,14627,14627,"conserved"
3,0.1,0.6,14629,14629,"conserved"
3,0.1,0.6,14631,14631,"conserved"
3,0.1,0.6,14633,14633,"conserved"
3,0.1,0.6,14635,14635,"conserved"
3,0.1,0.6,14637,14637,"conserved"
3,0.1,0.6,14639,14639,"conserved"
3,0.1,0.6,14641,14641,"conserved"
3,0.1,0.6,14643,14643,"conserved"
3,0.1,0.6,14645,14645,"conserved"
3,0.1,0.6,14647,14647,"conserved"
3,0.1,0.6,14649,14649,"conserved"
3,0.1,0.6,14651,14651,"conserved"
3,0.1,0.6,14653,14653,"conserved"
3,0.1,0.6,14655,14655,"conserved"
3,0.1,0.6,14657,14657,"conserved"
3,0.1,0.6,14659,14659,"conserved"
3,0.1,0.6,14661,14661,"conserved"
3,0.1,0.6,14663,14663,"conserved"
3,0.1,0.6,14665,14665,"conserved"
3,0.1,0.6,14667,14667,"conserved"
3,0.1,0.6,14669,14669,"conserved"
3,0.1,0.6,14671,14671,"conserved"
3,0.1,0.6,14673,14673,"conserved"
3,0.1,0.6,14675,14675,"conserved"
3,0.1,0.6,14677,14677,"conserved"
3,0.1,0.6,14679,14679,"conserved"
3,0.1,0.6,14681,14681,"conserved"
3,0.1,0.6,14683,14683,"conserved"
3,0.1,0.6,14685,14685,"conserved"
3,0.1,0.6,14687,14687,"conserved"
3,0.1,0.6,14689,14689,"conserved"
3,0.1,0.6,14691,14691,"conserved"
3,0.1,0.6,14693,14693,"conserved"
3,0.1,0.6,14695,14695,"conserved"
3,0.1,0.6,14697,14697,"conserved"
3,0.1,0.6,14699,14699,"conserved"
3,0.1,0.6,14701,14701,"conserved"
3,0.1,0.6,14703,14703,"conserved"
3,0.1,0.6,14705,14705,"conserved"
3,0.1,0.6,14707,14707,"conserved"
3,0.1,0.6,14709,14709,"conserved"
3,0.1,0.6,14711,14711,"conserved"
3,0.1,0.6,14713,14713,"conserved"
3,0.1,0.6,14715,14715,"conserved"
3,0.1,0.6,14717,14717,"conserved"
3,0.1,0.6,14719,14719,"conserved"
3,0.1,0.6,14721,14721,"conserved"
3,0.1,0.6,14723,14723,"conserved"
3,0.1,0.6,14725,14725,"conserved"
3,0.1,0.6,14727,14727,"conserved"
3,0.1,0.6,14729,14729,"conserved"
3,0.1,0.6,14731,14731,"conserved"
3,0.1,0.6,14733,14733,"conserved"
3,0.1,0.6,14735,14735,"conserved"
3,0.1,0.6,14737,14737,"conserved"
3,0.1,0.6,14739,14739,"conserved"
3,0.1,0.6,14741,14741,"conserved"
3,0.1,0.6,14743,14743,"conserved"
3,0.1,0.6,14745,14745,"conserved"
3,0.1,0.6,14747,14747,"conserved"
3,0.1,0.6,14749,14749,"conserved"
3,0.1,0.6,14751,14751,"conserved"
3,0.1,0.6,14753,14753,"conserved"
3,0.1,0.6,14755,14755,"conserved"
3,0.1,0.6,14757,14757,"conserved"
3,0.1,0.6,14759,14759,"conserved"
3,0.1,0.6,14761,14761,"conserved"
3,0.1,0.6,14763,14763,"conserved"
3,0.1,0.6,14765,14765,"conserved"
3,0.1,0.6,14767,14767,"conserved"
3,0.1,0.6,14769,14769,"conserved"
3,0.1,0.6,14771,14771,"conserved"
3,0.1,0.6,14773,14773,"conserved"
3,0.1,0.6,14775,14775,"conserved"
3,0.1,0.6,14777,14777,"conserved"
3,0.1,0.6,14779,14779,"conserved"
3,0.1,0.6,14781,14781,"conserved"
3,0.1,0.6,14783,14783,"conserved"
3,0.1,0.6,14785,14785,"conserved"
3,0.1,0.6,14787,14787,"conserved"
3,0.1,0.6,14789,14789,"conserved"
3,0.1,0.6,14791,14791,"conserved"
3,0.1,0.6,14793,14793,"conserved"
3,0.1,0.6,14795,14795,"conserved"
3,0.1,0.6,14797,14797,"conserved"
3,0.1,0.6,14799,14799,"conserved"
3,0.1,0.6,14801,14801,"conserved"
3,0.1,0.6,14803,14803,"conserved"
3,0.1,0.6,14805,14805,"conserved"
3,0.1,0.6,14807,14807,"conserved"
3,0.1,0.6,14809,14809,"conserved"
3,0.1,0.6,14811,14811,"conserved"
3,0.1,0.6,14813,14813,"conserved"
3,0.1,0.6,14815,14815,"conserved"
3,0.1,0.6,14817,14817,"conserved"
3,0.1,0.6,14819,14819,"conserved"
3,0.1,0.6,14821,14821,"conserved"
3,0.1,0.6,14823,14823,"conserved"
3,0.1,0.6,14825,14825,"conserved"
3,0.1,0.6,14827,14827,"conserved"
3,0.1,0.6,14829,14829,"conserved"
3,0.1,0.6,14831,14831,"conserved"
3,0.1,0.6,14833,14833,"conserved"
3,0.1,0.6,14835,14835,"conserved"
3,0.1,0.6,14837,14837,"conserved"
3,0.1,0.6,14839,14839,"conserved"
3,0.1,0.6,14841,14841,"conserved"
3,0.1,0.6,14843,14843,"conserved"
3,0.1,0.6,14845,14845,"conserved"
3,0.1,0.6,14847,14847,"conserved"
3,0.1,0.6,14849,14849,"conserved"
3,0.1,0.6,14851,14851,"conserved"
3,0.1,0.6,14853,14853,"conserved"
3,0.1,0.6,14855,14855,"conserved"
3,0.1,0.6,14857,14857,"conserved"
3,0.1,0.6,14859,14859,"conserved"
3,0.1,0.6,14861,14861,"conserved"
3,0.1,0.6,14863,14863,"conserved"
3,0.1,0.6,14865,14865,"conserved"
3,0.1,0.6,14867,14867,"conserved"
3,0.1,0.6,14869,14869,"conserved"
3,0.1,0.6,14871,14871,"conserved"
3,0.1,0.6,14873,14873,"conserved"
3,0.1,0.6,14875,14875,"conserved"
3,0.1,0.6,14877,14877,"conserved"
3,0.1,0.6,14879,14879,"conserved"
3,0.1,0.6,14881,14881,"conserved"
3,0.1,0.6,14883,14883,"conserved"
3,0.1,0.6,14885,14885,"conserved"
3,0.1,0.6,14887,14887,"conserved"
3,0.1,0.6,14889,14889,"conserved"
3,0.1,0.6,14891,14891,"conserved"
3,0.1,0.6,14893,14893,"conserved"
3,0.1,0.6,14895,14895,"conserved"
3,0.1,0.6,14897,14897,"conserved"
3,0.1,0.6,14899,14899,"conserved"
3,0.1,0.6,14901,14901,"conserved"
3,0.1,0.6,14903,14903,"conserved"
3,0.1,0.6,14905,14905,"conserved"
3,0.1,0.6,14907,14907,"conserved"
3,0.1,0.6,14909,14909,"conserved"
3,0.1,0.6,14911,14911,"conserved"
3,0.1,0.6,14913,14913,"conserved"
3,0.1,0.6,14915,14915,"conserved"
3,0.1,0.6,14917,14917,"conserved"
3,0.1,0.6,14919,14919,"conserved"
3,0.1,0.6,14921,14921,"conserved"
3,0.1,0.6,14923,14923,"conserved"
3,0.1,0.6,14925,14925,"conserved"
3,0.1,0.6,14927,14927,"conserved"
3,0.1,0.6,14929,14929,"conserved"
3,0.1,0.6,14931,14931,"conserved"
3,0.1,0.6,14933,14933,"conserved"
3,0.1,0.6,14935,14935,"conserved"
3,0.1,0.6,14937,14937,"conserved"
3,0.1,0.6,14939,14939,"conserved"
3,0.1,0.6,14941,14941,"conserved"
3,0.1,0.6,14943,14943,"conserved"
3,0.1,0.6,14945,14945,"conserved"
3,0.1,0.6,14947,14947,"conserved"
3,0.1,0.6,14949,14949,"conserved"
3,0.1,0.6,14951,14951,"conserved"
3,0.1,0.6,14953,14953,"conserved"
3,0.1,0.6,14955,14955,"conserved"
3,0.1,0.6,14957,14957,"conserved"
3,0.1,0.6,14959,14959,"conserved"
3,0.1,0.6,14961,14961,"conserved"
3,0.1,0.6,14963,14963,"conserved"
3,0.1,0.6,14965,14965,"conserved"
3,0.1,0.6,14967,14967,"conserved"
3,0.1,0.6,14969,14969,"conserved"
3,0.1,0.6,14971,14971,"conserved"
3,0.1,0.6,14973,14973,"conserved"
3,0.1,0.6,14975,14975,"conserved"
3,0.1,0.6,14977,14977,"conserved"
3,0.1,0.6,14979,14979,"conserved"
3,0.1,0.6,14981,14981,"conserved"
3,0.1,0.6,14983,14983,"conserved"
3,0.1,0.6,14985,14985,"conserved"
3,0.1,0.6,14987,14987,"conserved"
3,0.1,0.6,14989,14989,"conserved"
3,0.1,0.6,14991,14991,"conserved"
3,0.1,0.6,14993,14993,"conserved"
3,0.1,0.6,14995,14995,"conserved"
3,0.1,0.6,14997,14997,"conserved"
3,0.1,0.6,14999,14999,"conserved"
3,0.1,0.6,15001,15001,"conserved"
3,0.1,0.6,15003,15003,"conserved"
3,0.1,0.6,15005,15005,"conserved"
3,0.1,0.6,15007,15007,"conserved"
3,0.1,0.6,15009,15009,"conserved"
3,0.1,0.6,15011,15011,"conserved"
3,0.1,0.6,15013,15013,"conserved"
3,0.1,0.6,15015,15015,"conserved"
3,0.1,0.6,15017,15017,"conserved"
3,0.1,0.6,15019,15019,"conserved"
3,0.1,0.6,15021,15021,"conserved"
3,0.1,0.6,15023,15023,"conserved"
3,0.1,0.6,15025,15025,"conserved"
3,0.1,0.6,15027,15027,"conserved"
3,0.1,0.6,15029,15029,"conserved"
3,0.1,0.6,15031,15031,"conserved"
3,0.1,0.6,15033,15033,"conserved"
3,0.1,0.6,15035,15035,"conserved"
3,0.1,0.6,15037,15037,"conserved"
3,0.1,0.6,15039,15039,"conserved"
3,0.1,0.6,15041,15041,"conserved"
3,0.1,0.6,15043,15043,"conserved"
3,0.1,0.6,15045,15045,"conserved"
3,0.1,0.6,15047,15047,"conserved"
3,0.1,0.6,15049,15049,"conserved"
3,0.1,0.6,15051,15051,"conserved"
3,0.1,0.6,15053,15053,"conserved"
3,0.1,0.6,15055,15055,"conserved"
3,0.1,0.6,15057,15057,"conserved"
3,0.1,0.6,15059,15059,"conserved"
3,0.1,0.6,15061,15061,"conserved"
3,0.1,0.6,15063,15063,"conserved"
3,0.1,0.6,15065,15065,"conserved"
3,0.1,0.6,15067,15067,"conserved"
3,0.1,0.6,15069,15069,"conserved"
3,0.1,0.6,15071,15071,"conserved"
3,0.1,0.6,15073,15073,"conserved"
3,0.1,0.6,15075,15075,"conserved"
3,0.1,0.6,15077,15077,"conserved"
3,0.1,0.6,15079,15079,"conserved"
3,0.1,0.6,15081,15081,"conserved"
3,0.1,0.6,15083,15083,"conserved"
3,0.1,0.6,15085,15085,"conserved"
3,0.1,0.6,15087,15087,"conserved"
3,0.1,0.6,15089,15089,"conserved"
3,0.1,0.6,15091,15091,"conserved"
3,0.1,0.6,15093,15093,"conserved"
3,0.1,0.6,15095,15095,"conserved"
3,0.1,0.6,15097,15097,"conserved"
3,0.1,0.6,15099,15099,"conserved"
3,0.1,0.6,15101,15101,"conserved"
3,0.1,0.6,15103,15103,"conserved"
3,0.1,0.6,15105,15105,"conserved"
3,0.1,0.6,15107,15107,"conserved"
3,0.1,0.6,15109,15109,"conserved"
3,0.1,0.6,15111,15111,"conserved"
3,0.1,0.6,15113,15113,"conserved"
3,0.1,0.6,15115,15115,"conserved"
3,0.1,0.6,15117,15117,"conserved"
3,0.1,0.6,15119,15119,"conserved"
3,0.1,0.6,15121,15121,"conserved"
3,0.1,0.6,15123,15123,"conserved"
3,0.1,0.6,15125,15125,"conserved"
3,0.1,0.6,15127,15127,"conserved"
3,0.1,0.6,15129,15129,"conserved"
3,0.1,0.6,15131,15131,"conserved"
3,0.1,0.6,15133,15133,"conserved"
3,0.1,0.6,15135,15135,"conserved"
3,0.1,0.6,15137,15137,"conserved"
3,0.1,0.6,15139,15139,"conserved"
3,0.1,0.6,15141,15141,"conserved"
3,0.1,0.6,15143,15143,"conserved"
3,0.1,0.6,15145,15145,"conserved"
3,0.1,0.6,15147,15147,"conserved"
3,0.1,0.6,15149,15149,"conserved"
3,0.1,0.6,15151,15151,"conserved"
3,0.1,0.6,15153,15153,"conserved"
3,0.1,0.6,15155,15155,"conserved"
3,0.1,0.6,15157,15157,"conserved"
3,0.1,0.6,15159,15159,"conserved"
3,0.1,0.6,15161,15161,"conserved"
3,0.1,0.6,15163,15163,"conserved"
3,0.1,0.6,15165,15165,"conserved"
3,0.1,0.6,15167,15167,"conserved"
3,0.1,0.6,15169,15169,"conserved"
3,0.1,0.6,15171,15171,"conserved"
3,0.1,0.6,15173,15173,"conserved"
3,0.1,0.6,15175,15175,"conserved"
3,0.1,0.6,15177,15177,"conserved"
3,0.1,0.6,15179,15179,"conserved"
3,0.1,0.6,15181,15181,"conserved"
3,0.1,0.6,15183,15183,"conserved"
3,0.1,0.6,15185,15185,"conserved"
3,0.1,0.6,15187,15187,"conserved"
3,0.1,0.6,15189,15189,"conserved"
3,0.1,0.6,15191,15191,"conserved"
3,0.1,0.6,15193,15193,"conserved"
3,0.1,0.6,15195,15195,"conserved"
3,0.1,0.6,15197,15197,"conserved"
3,0.1,0.6,15199,15199,"conserved"
3,0.1,0.6,15201,15201,"conserved"
3,0.1,0.6,15203,15203,"conserved"
3,0.1,0.6,15205,15205,"conserved"
3,0.1,0.6,15207,15207,"conserved"
3,0.1,0.6,15209,15209,"conserved"
3,0.1,0.6,15211,15211,"conserved"
3,0.1,0.6,15213,15213,"conserved"
3,0.1,0.6,15215,15215,"conserved"
3,0.1,0.6,15217,15217,"conserved"
3,0.1,0.6,15219,15219,"conserved"
3,0.1,0.6,15221,15221,"conserved"
3,0.1,0.6,15223,15223,"conserved"
3,0.1,0.6,15225,15225,"conserved"
3,0.1,0.6,15227,15227,"conserved"
3,0.1,0.6,15229,15229,"conserved"
3,0.1,0.6,15231,15231,"conserved"
3,0.1,0.6,15233,15233,"conserved"
3,0.1,0.6,15235,15235,"conserved"
3,0.1,0.6,15237,15237,"conserved"
3,0.1,0.6,15239,15239,"conserved"
3,0.1,0.6,15241,15241,"conserved"
3,0.1,0.6,15243,15243,"conserved"
3,0.1,0.6,15245,15245,"conserved"
3,0.1,0.6,15247,15247,"conserved"
3,0.1,0.6,15249,15249,"conserved"
3,0.1,0.6,15251,15251,"conserved"
3,0.1,0.6,15253,15253,"conserved"
3,0.1,0.6,15255,15255,"conserved"
3,0.1,0.6,15257,15257,"conserved"
3,0.1,0.6,15259,15259,"conserved"
3,0.1,0.6,15261,15261,"conserved"
3,0.1,0.6,15263,15263,"conserved"
3,0.1,0.6,15265,15265,"conserved"
3,0.1,0.6,15267,15267,"conserved"
3,0.1,0.6,15269,15269,"conserved"
3,0.1,0.6,15271,15271,"conserved"
3,0.1,0.6,15273,15273,"conserved"
3,0.1,0.6,15275,15275,"conserved"
3,0.1,0.6,15277,15277,"conserved"
3,0.1,0.6,15279,15279,"conserved"
3,0.1,0.6,15281,15281,"conserved"
3,0.1,0.6,15283,15283,"conserved"
3,0.1,0.6,15285,15285,"conserved"
3,0.1,0.6,15287,15287,"conserved"
3,0.1,0.6,15289,15289,"conserved"
3,0.1,0.6,15291,15291,"conserved"
3,0.1,0.6,15293,15293,"conserved"
3,0.1,0.6,15295,15295,"conserved"
3,0.1,0.6,15297,15297,"conserved"
3,0.1,0.6,15299,15299,"conserved"
3,0.1,0.6,15301,15301,"conserved"
3,0.1,0.6,15303,15303,"conserved"
3,0.1,0.6,15305,15305,"conserved"
3,0.1,0.6,15307,15307,"conserved"
3,0.1,0.6,15309,15309,"conserved"
3,0.1,0.6,15311,15311,"conserved"
3,0.1,0.6,15313,15313,"conserved"
3,0.1,0.6,15315,15315,"conserved"
3,0.1,0.6,15317,15317,"conserved"
3,0.1,0.6,15319,15319,"conserved"
3,0.1,0.6,15321,15321,"conserved"
3,0.1,0.6,15323,15323,"conserved"
3,0.1,0.6,15325,15325,"conserved"
3,0.1,0.6,15327,15327,"conserved"
3,0.1,0.6,15329,15329,"conserved"
3,0.1,0.6,15331,15331,"conserved"
3,0.1,0.6,15333,15333,"conserved"
3,0.1,0.6,15335,15335,"conserved"
3,0.1,0.6,15337,15337,"conserved"
3,0.1,0.6,15339,15339,"conserved"
